@relation sentiment_vector

@attribute negative numeric
@attribute neutral numeric
@attribute positive numeric
@attribute compound numeric
@attribute class {True,False}

@data
0,1,0,0,True
0,1,0,0,True
0.171,0.829,0,-0.4767,True
0,1,0,0,True
0,0.85,0.15,0.3919,True
0,0.926,0.074,0.4404,True
0,1,0,0,True
0.474,0.526,0,-0.872,True
0.151,0.602,0.247,0.3818,True
0.159,0.759,0.081,-0.4767,True
0.133,0.759,0.108,-0.2617,True
0,1,0,0,True
0,0.831,0.169,0.7269,True
0.065,0.935,0,-0.2732,True
0.176,0.824,0,-0.7506,True
0.186,0.67,0.144,-0.2023,True
0,1,0,0,True
0.255,0.745,0,-0.6249,True
0.194,0.719,0.087,-0.5267,True
0,0.8,0.2,0.3612,True
0,1,0,0,True
0.078,0.585,0.337,0.743,True
0,0.789,0.211,0.4939,True
0.353,0.489,0.158,-0.5574,True
0.079,0.84,0.081,0.0258,True
0.251,0.749,0,-0.8271,True
0.27,0.73,0,-0.5719,True
0,1,0,0,True
0.167,0.682,0.152,-0.0516,True
0.171,0.829,0,-0.4767,True
0,0.6,0.4,0.7184,True
0,1,0,0,True
0,1,0,0,True
0,0.708,0.292,0.5106,True
0.214,0.786,0,-0.4588,True
0.225,0.685,0.09,-0.631,True
0.113,0.783,0.105,-0.3291,True
0.147,0.733,0.12,-0.128,True
0.244,0.707,0.049,-0.872,True
0.06,0.769,0.171,0.6808,True
0,1,0,0,True
0,1,0,0,True
0.039,0.908,0.053,0.2023,True
0.178,0.617,0.204,0.1611,True
0,1,0,0,True
0.177,0.823,0,-0.4215,True
0,0.909,0.091,0.5994,True
0,1,0,0,True
0,0.906,0.094,0.4019,True
0.036,0.827,0.137,0.7518,True
0,1,0,0,True
0,0.793,0.207,0.34,True
0.28,0.659,0.061,-0.8625,True
0,1,0,0,True
0.132,0.778,0.09,-0.1779,True
0,1,0,0,True
0.078,0.694,0.228,0.6908,True
0.259,0.741,0,-0.7964,True
0.402,0.453,0.145,-0.8176,True
0.144,0.856,0,-0.4019,True
0.182,0.547,0.271,0.34,True
0,1,0,0,True
0.255,0.745,0,-0.34,True
0.139,0.728,0.133,0.1779,True
0.19,0.654,0.157,-0.128,True
0.112,0.888,0,-0.2263,True
0.326,0.593,0.081,-0.6486,True
0.432,0.568,0,-0.8225,True
0.583,0.417,0,-0.9118,True
0,0.809,0.191,0.5106,True
0.108,0.723,0.169,0.25,True
0.058,0.736,0.206,0.7003,True
0.208,0.655,0.137,-0.296,True
0,1,0,0,True
0.29,0.71,0,-0.5994,True
0.077,0.831,0.091,0.1531,True
0,1,0,0,True
0.251,0.749,0,-0.5719,True
0,1,0,0,True
0,0.828,0.172,0.4019,True
0.516,0.484,0,-0.8625,True
0.096,0.829,0.075,-0.2263,True
0.177,0.737,0.086,-0.4496,True
0.072,0.862,0.065,-0.3182,True
0,1,0,0,True
0.143,0.857,0,-0.25,True
0,1,0,0,True
0.222,0.722,0.056,-0.9246,True
0,0.859,0.141,0.2023,True
0,1,0,0,True
0.087,0.887,0.026,-0.3584,True
0.119,0.795,0.085,-0.4215,True
0.117,0.798,0.085,-0.0516,True
0.286,0.714,0,-0.4939,True
0.173,0.827,0,-0.3182,True
0.138,0.688,0.175,-0.1027,True
0.045,0.847,0.108,0.5574,True
0,1,0,0,True
0,0.784,0.216,0.5267,True
0.066,0.891,0.043,-0.2263,True
0.176,0.71,0.114,-0.5994,True
0.093,0.704,0.203,0.6697,True
0.095,0.862,0.043,-0.4019,True
0.243,0.7,0.057,-0.8591,True
0.099,0.864,0.037,-0.34,True
0.093,0.843,0.064,-0.3291,True
0,0.959,0.041,0.128,True
0.18,0.82,0,-0.7003,True
0,0.955,0.045,0.128,True
0,0.852,0.148,0.3818,True
0.074,0.788,0.137,0.4215,True
0.327,0.673,0,-0.9201,True
0,0.909,0.091,0.5574,True
0,0.876,0.124,0.4215,True
0,0.936,0.064,0.4215,True
0.076,0.924,0,-0.34,True
0.255,0.745,0,-0.8625,True
0.027,0.781,0.193,0.7731,True
0,1,0,0,True
0.05,0.885,0.065,0.1531,True
0,1,0,0,True
0.07,0.664,0.266,0.9041,True
0.058,0.825,0.117,0.4104,True
0.259,0.741,0,-0.9231,True
0.057,0.943,0,-0.3818,True
0,0.764,0.236,0.8126,True
0,0.912,0.088,0.4215,True
0,0.887,0.113,0.659,True
0.116,0.787,0.097,0.0516,True
0.121,0.763,0.116,-0.0472,True
0,0.957,0.043,0.25,True
0,0.942,0.058,0.2263,True
0.052,0.854,0.094,0.3612,True
0.07,0.838,0.092,0.0258,True
0.083,0.917,0,-0.25,True
0,1,0,0,True
0.075,0.747,0.178,0.6486,True
0.056,0.605,0.339,0.8954,True
0,0.802,0.198,0.7845,True
0.181,0.819,0,-0.802,True
0,0.85,0.15,0.5459,True
0.618,0.382,0,-0.9764,True
0,0.958,0.042,0.0772,True
0,0.702,0.298,0.7351,True
0,0.829,0.171,0.7184,True
0,0.743,0.257,0.8779,True
0.136,0.755,0.109,0.0772,True
0.06,0.795,0.146,0.5994,True
0.05,0.737,0.212,0.7579,True
0,0.819,0.181,0.802,True
0,0.782,0.218,0.8434,True
0,0.916,0.084,0.4767,True
0.396,0.604,0,-0.8885,True
0.034,0.9,0.066,0.3182,True
0.081,0.919,0,-0.3182,True
0.121,0.879,0,-0.5267,True
0.028,0.68,0.292,0.9178,True
0.091,0.737,0.172,0.6808,True
0.164,0.735,0.101,-0.6075,True
0.128,0.605,0.267,0.7783,True
0.064,0.936,0,-0.25,True
0,0.912,0.088,0.5859,True
0.081,0.865,0.054,-0.1027,True
0,0.96,0.04,0.128,True
0.169,0.703,0.129,-0.4588,True
0.074,0.926,0,-0.4019,True
0.057,0.807,0.135,0.4588,True
0,0.899,0.101,0.5574,True
0,0.722,0.278,0.9081,True
0,0.873,0.127,0.6369,True
0.24,0.714,0.046,-0.886,True
0.224,0.776,0,-0.7964,True
0,0.972,0.028,0.0129,True
0.112,0.846,0.042,-0.5859,True
0.111,0.889,0,-0.6808,True
0.28,0.675,0.046,-0.9313,True
0.089,0.911,0,-0.4939,True
0,0.962,0.038,0.0772,True
0.18,0.691,0.129,-0.4939,True
0,0.965,0.035,0.0258,True
0.102,0.898,0,-0.4939,True
0,0.928,0.072,0.3612,True
0.208,0.792,0,-0.8943,True
0,0.909,0.091,0.4927,True
0,0.927,0.073,0.2023,True
0.086,0.914,0,-0.3612,True
0.211,0.789,0,-0.8934,True
0.133,0.8,0.067,-0.25,True
0,0.97,0.03,0.0772,True
0.066,0.934,0,-0.3818,True
0.16,0.758,0.082,-0.3818,True
0.118,0.846,0.036,-0.5719,True
0.057,0.833,0.109,0.4588,True
0,0.968,0.032,0.128,True
0,0.702,0.298,0.891,True
0.066,0.823,0.11,0.296,True
0,0.939,0.061,0.25,True
0.042,0.867,0.092,0.4588,True
0,0.864,0.136,0.7003,True
0.228,0.702,0.07,-0.6858,True
0,0.759,0.241,0.7906,True
0.063,0.658,0.279,0.8591,True
0.062,0.938,0,-0.1027,True
0,1,0,0,True
0.068,0.775,0.157,0.5688,True
0,0.943,0.057,0.34,True
0,0.969,0.031,0.128,True
0.04,0.907,0.053,0.128,True
0,0.978,0.022,0.0258,True
0.188,0.812,0,-0.802,True
0.239,0.761,0,-0.9166,True
0.051,0.703,0.246,0.9001,True
0.162,0.736,0.102,-0.6486,True
0,0.958,0.042,0.128,True
0.086,0.914,0,-0.3612,True
0,0.915,0.085,0.4215,True
0.277,0.669,0.054,-0.9001,True
0.096,0.855,0.048,-0.296,True
0,1,0,0,True
0,0.897,0.103,0.4588,True
0.086,0.783,0.131,0.2023,True
0,0.901,0.099,0.5423,True
0,0.765,0.235,0.743,True
0.224,0.776,0,-0.7783,True
0.048,0.832,0.12,0.5106,True
0,0.899,0.101,0.4019,True
0.054,0.904,0.042,-0.1027,True
0.06,0.94,0,-0.3612,True
0,1,0,0,True
0.282,0.718,0,-0.891,True
0.119,0.881,0,-0.7351,True
0.113,0.887,0,-0.6369,True
0.083,0.917,0,-0.4404,True
0,0.678,0.322,0.9153,True
0.149,0.851,0,-0.6808,True
0.256,0.697,0.047,-0.8519,True
0.333,0.624,0.043,-0.9536,True
0,0.764,0.236,0.8126,True
0,0.915,0.085,0.4871,True
0,0.923,0.077,0.4588,True
0,1,0,0,True
0,0.921,0.079,0.5023,True
0.07,0.664,0.266,0.9041,True
0.207,0.71,0.083,-0.7269,True
0,0.964,0.036,0.128,True
0,0.932,0.068,0.3818,True
0.079,0.921,0,-0.4767,True
0,0.743,0.257,0.9308,True
0.036,0.964,0,-0.0516,True
0.095,0.821,0.084,-0.1371,True
0.107,0.823,0.07,-0.2023,True
0,0.711,0.289,0.8957,True
0.127,0.873,0,-0.4939,True
0.086,0.914,0,-0.5106,True
0.042,0.886,0.072,0.2732,True
0,0.661,0.339,0.9169,True
0.199,0.801,0,-0.7717,True
0.175,0.825,0,-0.6801,True
0.1,0.9,0,-0.6369,True
0.052,0.886,0.062,0.128,True
0,0.973,0.027,0.128,True
0,0.829,0.171,0.7184,True
0,1,0,0,True
0,0.712,0.288,0.8176,True
0.098,0.812,0.09,-0.1027,True
0,0.873,0.127,0.4939,True
0,1,0,0,True
0,0.962,0.038,0.128,True
0.073,0.927,0,-0.4588,True
0,0.912,0.088,0.4215,True
0.103,0.897,0,-0.4767,True
0.214,0.786,0,-0.8138,True
0.411,0.479,0.11,-0.9432,True
0.276,0.646,0.079,-0.8834,True
0.171,0.727,0.102,-0.5456,True
0,0.909,0.091,0.5994,True
0.135,0.817,0.047,-0.6249,True
0.096,0.835,0.069,-0.2732,True
0.136,0.864,0,-0.7351,True
0.19,0.757,0.053,-0.7184,True
0.059,0.907,0.034,-0.2732,True
0.134,0.866,0,-0.6597,True
0.088,0.793,0.119,0.34,True
0.122,0.794,0.084,-0.3612,True
0.131,0.824,0.045,-0.4576,True
0.189,0.811,0,-0.8225,True
0,0.942,0.058,0.4019,True
0.161,0.839,0,-0.8625,True
0.141,0.735,0.124,-0.2023,True
0,0.741,0.259,0.8126,True
0.036,0.83,0.134,0.7003,True
0.035,0.708,0.257,0.8555,True
0,1,0,0,True
0.219,0.781,0,-0.8689,True
0.16,0.78,0.06,-0.6705,True
0.041,0.767,0.192,0.7579,True
0.079,0.689,0.232,0.7184,True
0.085,0.915,0,-0.2182,True
0.071,0.851,0.078,0.0772,True
0.189,0.811,0,-0.9022,True
0.059,0.869,0.073,-0.0772,True
0,1,0,0,True
0,0.861,0.139,0.6705,True
0,0.824,0.176,0.7964,True
0,0.965,0.035,0.2023,True
0,0.916,0.084,0.5256,True
0,0.907,0.093,0.5859,True
0.233,0.767,0,-0.765,True
0.081,0.919,0,-0.3182,True
0,1,0,0,True
0.139,0.802,0.059,-0.4588,True
0,0.606,0.394,0.9555,True
0.083,0.917,0,-0.5499,True
0.143,0.727,0.13,-0.4391,True
0.061,0.841,0.098,0.1531,True
0,0.909,0.091,0.4927,True
0.338,0.535,0.127,-0.6492,True
0.063,0.886,0.051,-0.1531,True
0.061,0.825,0.114,0.1779,True
0,0.785,0.215,0.8176,True
0.07,0.845,0.085,-0.1027,True
0,0.925,0.075,0.5267,True
0.15,0.79,0.06,-0.5106,True
0,0.835,0.165,0.6705,True
0.232,0.608,0.16,0.0258,True
0,0.869,0.131,0.7096,True
0.04,0.85,0.11,0.4215,True
0.091,0.856,0.053,-0.25,True
0.215,0.785,0,-0.8516,True
0.24,0.665,0.095,-0.7096,True
0.127,0.873,0,-0.5423,True
0.098,0.747,0.155,0.25,True
0.202,0.759,0.039,-0.7351,True
0,0.864,0.136,0.7003,True
0.128,0.741,0.131,-0.2263,True
0.07,0.881,0.05,-0.1779,True
0.134,0.81,0.057,-0.5859,True
0.068,0.749,0.182,0.3612,True
0.065,0.854,0.08,0.1531,True
0.157,0.796,0.047,-0.5267,True
0.072,0.778,0.15,0.2023,True
0.103,0.827,0.07,-0.3182,True
0,0.912,0.088,0.3818,True
0.12,0.88,0,-0.5647,True
0,0.585,0.415,0.9574,True
0.032,0.903,0.065,0.34,True
0.023,0.78,0.197,0.8176,True
0,0.916,0.084,0.4767,True
0.172,0.711,0.117,-0.3751,True
0,0.96,0.04,0.128,True
0.047,0.832,0.121,0.5106,True
0,0.709,0.291,0.8481,True
0,0.966,0.034,0.128,True
0.097,0.837,0.066,-0.34,True
0,1,0,0,True
0,0.772,0.228,0.7269,True
0.073,0.878,0.049,-0.296,True
0.049,0.865,0.086,0.3182,True
0.075,0.925,0,-0.3818,True
0,0.954,0.046,0.1027,True
0.142,0.858,0,-0.7003,True
0.196,0.804,0,-0.765,True
0,0.953,0.047,0.3313,True
0,0.94,0.06,0.1531,True
0.137,0.787,0.076,-0.4019,True
0.239,0.761,0,-0.8934,True
0.071,0.822,0.107,0.0772,True
0,0.706,0.294,0.9169,True
0,0.952,0.048,0.128,True
0.173,0.781,0.046,-0.6908,True
0.055,0.829,0.115,0.3818,True
0.081,0.878,0.041,-0.4939,True
0.05,0.78,0.17,0.6369,True
0.137,0.632,0.231,0.1759,True
0.215,0.656,0.129,-0.743,True
0.371,0.475,0.154,-0.8979,True
0.104,0.755,0.141,0.3415,True
0,0.964,0.036,0.1027,True
0.154,0.719,0.127,-0.2716,True
0,1,0,0,True
0.106,0.894,0,-0.5423,True
0,0.791,0.209,0.802,True
0.26,0.74,0,-0.9118,True
0,1,0,0,True
0,1,0,0,True
0.272,0.641,0.087,-0.8442,True
0.17,0.83,0,-0.6925,True
0.057,0.943,0,-0.0516,True
0,0.879,0.121,0.6124,True
0,0.882,0.118,0.5423,True
0.059,0.847,0.094,0.0516,True
0,0.939,0.061,0.128,True
0.171,0.735,0.094,-0.1531,True
0,1,0,0,True
0,0.953,0.047,0.2574,True
0.063,0.857,0.08,0.1511,True
0,0.823,0.177,0.7506,True
0.062,0.937,0,-0.296,True
0.038,0.838,0.124,0.5267,True
0.068,0.932,0,-0.4019,True
0.111,0.776,0.114,0.2732,True
0.063,0.833,0.103,0.1027,True
0.109,0.754,0.137,0.3182,True
0,0.926,0.074,0.4019,True
0.139,0.806,0.055,-0.5106,True
0.122,0.878,0,-0.3818,True
0.163,0.837,0,-0.4019,True
0.055,0.945,0,-0.1761,True
0.033,0.907,0.06,0.25,True
0,0.926,0.074,0.34,True
0.109,0.817,0.074,-0.1027,True
0,1,0,0,True
0,0.871,0.129,0.5994,True
0,1,0,0,True
0,1,0,0,True
0,0.803,0.197,0.6597,True
0,0.9,0.1,0.4404,True
0,0.846,0.154,0.8316,True
0.137,0.691,0.173,0.3855,True
0.113,0.85,0.037,-0.4588,True
0,0.948,0.052,0.2732,True
0.326,0.62,0.054,-0.9571,True
0,0.968,0.032,0.128,True
0,0.64,0.36,0.926,True
0.212,0.721,0.068,-0.7506,True
0,0.915,0.085,0.4019,True
0,0.84,0.16,0.6319,True
0.059,0.888,0.054,-0.0534,True
0,0.932,0.068,0.5204,True
0,0.887,0.113,0.6408,True
0,1,0,0,True
0,0.882,0.118,0.4588,True
0,0.78,0.22,0.6705,True
0.259,0.672,0.069,-0.7755,True
0.293,0.577,0.13,-0.7778,True
0.055,0.874,0.071,0.1298,True
0.124,0.824,0.053,-0.34,True
0,0.887,0.113,0.5106,True
0.084,0.782,0.134,0.3626,True
0.156,0.607,0.236,0.5719,True
0.224,0.692,0.084,-0.8934,True
0,0.885,0.115,0.5859,True
0,0.85,0.15,0.5574,True
0.183,0.759,0.058,-0.7003,True
0.056,0.804,0.14,0.6705,True
0.075,0.867,0.059,-0.1779,True
0,0.873,0.127,0.6249,True
0.136,0.864,0,-0.7184,True
0.138,0.775,0.087,-0.432,True
0.149,0.851,0,-0.5574,True
0.305,0.695,0,-0.9313,True
0.051,0.949,0,-0.296,True
0.053,0.796,0.15,0.6597,True
0.069,0.931,0,-0.5267,True
0,0.744,0.256,0.9022,True
0,0.837,0.163,0.6808,True
0.089,0.798,0.113,0,True
0,0.885,0.115,0.6908,True
0.064,0.898,0.038,-0.2732,True
0,0.926,0.074,0.4019,True
0,1,0,0,True
0.025,0.831,0.144,0.7906,True
0,0.864,0.136,0.743,True
0.074,0.926,0,-0.25,True
0.061,0.786,0.152,0.4019,True
0.101,0.821,0.078,-0.2698,True
0.178,0.75,0.072,-0.5688,True
0.082,0.865,0.052,-0.128,True
0,0.87,0.13,0.7184,True
0.111,0.767,0.122,-0.1154,True
0.092,0.803,0.104,0.1531,True
0,0.516,0.484,0.8834,True
0.189,0.781,0.029,-0.8481,True
0.201,0.717,0.083,-0.8126,True
0,0.842,0.158,0.7574,True
0.166,0.799,0.035,-0.7717,True
0.119,0.881,0,-0.5994,True
0,0.864,0.136,0.6808,True
0,0.834,0.166,0.7479,True
0.087,0.913,0,-0.3818,True
0.165,0.799,0.036,-0.6124,True
0,0.817,0.183,0.8294,True
0.055,0.761,0.184,0.7096,True
0.261,0.739,0,-0.9001,True
0.19,0.69,0.121,-0.4939,True
0,0.837,0.163,0.765,True
0.082,0.918,0,-0.5423,True
0,0.846,0.154,0.802,True
0,0.841,0.159,0.6249,True
0.166,0.834,0,-0.5824,True
0.119,0.881,0,-0.5423,True
0.109,0.817,0.074,-0.1027,True
0.161,0.737,0.102,-0.4767,True
0.205,0.795,0,-0.6597,False
0,0.882,0.118,0.3818,False
0,1,0,0,False
0,1,0,0,False
0.234,0.552,0.214,-0.1531,False
0,1,0,0,False
0,1,0,0,False
0,1,0,0,False
0.125,0.67,0.205,0.4215,False
0.245,0.755,0,-0.5859,False
0.194,0.806,0,-0.8385,False
0,1,0,0,False
0,1,0,0,False
0,1,0,0,False
0,0.315,0.685,0.9451,False
0.375,0.625,0,-0.9118,False
0,0.749,0.251,0.8555,False
0,1,0,0,False
0.37,0.63,0,-0.9258,False
0.31,0.474,0.216,-0.4939,False
0.218,0.481,0.301,0.1531,False
0,0.833,0.167,0.7003,False
0,0,0,0,False
0,1,0,0,False
0,0.567,0.433,0.8555,False
0.297,0.703,0,-0.5859,False
0,1,0,0,False
0.267,0.733,0,-0.8985,False
0,1,0,0,False
0,0.714,0.286,0.875,False
0.122,0.673,0.205,0.5574,False
0.13,0.87,0,-0.5994,False
0.16,0.84,0,-0.4588,False
0,1,0,0,False
0,0.815,0.185,0.7292,False
0,1,0,0,False
0,0.738,0.262,0.4939,False
0.042,0.903,0.055,0.1531,False
0.196,0.804,0,-0.6808,False
0,0.833,0.167,0.6124,False
0,1,0,0,False
0,1,0,0,False
0.045,0.955,0,-0.1779,False
0,1,0,0,False
0,1,0,0,False
0.063,0.865,0.073,0.0736,False
0.184,0.628,0.188,0.0258,False
0.233,0.767,0,-0.4515,False
0,1,0,0,False
0.283,0.717,0,-0.93,False
0.27,0.536,0.193,-0.3818,False
0,0.556,0.444,0.9001,False
0.319,0.681,0,-0.9268,False
0,1,0,0,False
0,0.665,0.335,0.8625,False
0,0.759,0.241,0.6597,False
0,0.799,0.201,0.7003,False
0,1,0,0,False
0.375,0.625,0,-0.765,False
0,0.709,0.291,0.7007,False
0.25,0.75,0,-0.875,False
0,1,0,0,False
0,1,0,0,False
0.309,0.691,0,-0.886,False
0.43,0.57,0,-0.9153,False
0.188,0.812,0,-0.5267,False
0.154,0.846,0,-0.7096,False
0,0.769,0.231,0.5859,False
0.144,0.856,0,-0.296,False
0,1,0,0,False
0,1,0,0,False
0,0.769,0.231,0.5859,False
0.12,0.686,0.194,0.223,False
0,1,0,0,False
0,0.802,0.198,0.6369,False
0.246,0.754,0,-0.7351,False
0,1,0,0,False
0,1,0,0,False
0.187,0.467,0.346,0.7003,False
0,1,0,0,False
0,0.569,0.431,0.6486,False
0.103,0.897,0,-0.4588,False
0,1,0,0,False
0,1,0,0,False
0,0.637,0.363,0.8126,False
0,1,0,0,False
0.128,0.793,0.079,-0.2023,False
0,1,0,0,False
0,0.71,0.29,0.8126,False
0,1,0,0,False
0.183,0.817,0,-0.6808,False
0,0.615,0.385,0.8126,False
0,0.569,0.431,0.6486,False
0.357,0.643,0,-0.6124,False
0,1,0,0,False
0,1,0,0,False
0,1,0,0,False
0.25,0.75,0,-0.7906,False
0.203,0.594,0.203,0,False
0,1,0,0,False
0,1,0,0,False
0.48,0.52,0,-0.9001,False
0,1,0,0,False
0,0.772,0.228,0.6808,False
0.295,0.705,0,-0.8689,False
0.33,0.67,0,-0.7096,False
0.155,0.845,0,-0.5574,False
0.212,0.788,0,-0.8316,False
0,1,0,0,False
0.148,0.562,0.29,0.5859,False
0,0.862,0.138,0.4588,False
0,0.84,0.16,0.2263,False
0.762,0.238,0,-0.4939,False
0,1,0,0,False
0,1,0,0,False
0,0.517,0.483,0.8555,False
0.088,0.755,0.157,0.2732,False
0,1,0,0,False
0,0.798,0.202,0.5859,False
0.214,0.517,0.269,0.3818,False
0,1,0,0,False
0.179,0.519,0.302,0.722,False
0.107,0.696,0.197,0.4633,False
0,0.732,0.268,0.8555,False
0,1,0,0,False
0.137,0.758,0.104,-0.1779,False
0.188,0.385,0.427,0.6808,False
0.227,0.773,0,-0.5267,False
0.182,0.818,0,-0.4588,False
0.219,0.781,0,-0.7906,False
0.178,0.822,0,-0.8225,False
0,0.777,0.223,0.8009,False
0.233,0.767,0,-0.7906,False
0.166,0.834,0,-0.7882,False
0,1,0,0,False
0,1,0,0,False
0,1,0,0,False
0.37,0.63,0,-0.7783,False
0,1,0,0,False
0,1,0,0,False
0,0.886,0.114,0.4767,False
0,1,0,0,False
0,0.822,0.178,0.6597,False
0,0.574,0.426,0.8625,False
0.453,0.547,0,-0.9081,False
0,0.691,0.309,0.8225,False
0,1,0,0,False
0,1,0,0,False
0,0,0,0,False
0.105,0.895,0,-0.6124,False
0,0.653,0.347,0.9042,False
0.15,0.651,0.199,0.3129,False
0.232,0.768,0,-0.8625,False
0.288,0.571,0.141,-0.5245,False
0,1,0,0,False
0,0.744,0.256,0.765,False
0,0.816,0.184,0.4019,False
0.376,0.47,0.155,-0.8402,False
0,0.68,0.32,0.8689,False
0.246,0.754,0,-0.6767,False
0,0.726,0.274,0.7998,False
0.231,0.531,0.237,0.0516,False
0,1,0,0,False
0.091,0.834,0.075,-0.1591,False
0,1,0,0,False
0.286,0.714,0,-0.8225,False
0.179,0.723,0.098,-0.5859,False
0.35,0.65,0,-0.7897,False
0,1,0,0,False
0,0.73,0.27,0.5859,False
0,0.714,0.286,0.34,False
0.34,0.66,0,-0.8316,False
0.155,0.845,0,-0.5574,False
0,0.587,0.413,0.9349,False
0,1,0,0,False
0.181,0.819,0,-0.4939,False
0,0.78,0.22,0.7351,False
0.427,0.573,0,-0.9559,False
0,0.543,0.457,0.9231,False
0,1,0,0,False
0.167,0.833,0,-0.6597,False
0,1,0,0,False
0,1,0,0,False
0,1,0,0,False
0,0.694,0.306,0.765,False
0,1,0,0,False
0.157,0.699,0.144,-0.0772,False
0.094,0.85,0.056,-0.9269,False
0.152,0.848,0,-0.7906,False
0,0.481,0.519,0.9325,False
0.136,0.759,0.104,-0.7121,False
0,1,0,0,False
0,0,0,0,False
0.126,0.586,0.288,0.6808,False
0,0.748,0.252,0.6597,False
0,1,0,0,False
0.156,0.682,0.162,0.0516,False
0.154,0.673,0.173,0.0516,False
0,1,0,0,False
0,1,0,0,False
0.143,0.63,0.227,0.4588,False
0,1,0,0,False
0,0.782,0.218,0.7506,False
0,1,0,0,False
0,0.748,0.252,0.6597,False
0.186,0.814,0,-0.5859,False
0,1,0,0,False
0,0.748,0.252,0.6597,False
0,0.925,0.075,0.0516,False
0.133,0.729,0.138,0.0516,False
0,1,0,0,False
0.452,0.548,0,-0.9325,False
0,1,0,0,False
0,0.476,0.524,0.765,False
0,1,0,0,False
0,1,0,0,False
0.27,0.73,0,-0.5859,False
0,0.759,0.241,0.6597,False
0,1,0,0,False
0,0.649,0.351,0.802,False
0,0.773,0.227,0.6124,False
0,0.715,0.285,0.6114,False
0,1,0,0,False
0.27,0.533,0.197,-0.4215,False
0,0.802,0.198,0.5719,False
0,0.758,0.242,0.4939,False
0,0.552,0.448,0.93,False
